ct, success, chisqr, redchi, aic, bic, nfev, nvarys, ndata, nfree, gammaD, S0, beta, theta, p, epsilonA, epsilonI, gammaA, cD, delta
Alagoas, True, 55222740.79439664, 800329.5767303861, 1083.1375660436688, 1106.832044568339, 27, 10, 79, 69, 0.10113152887515238, 251343.68069642465, 9.907109168598142e-06, 0.13068068960789445, 0.024043706343758176, 0.0253580795905499, 0.10198893158752964, 0.14076368318811386, 1.4, 0.00028381466338761596
Santa_Catarina, True, 16495867.071394956, 257747.92299054618, 931.2770946989531, 954.3177456309948, 27, 10, 74, 64, 0.13756602687032224, 2098931.9588639457, 1.2594169441802272e-06, 0.15232977723896055, 0.030336394124673524, 0.17019790664456957, 0.39220562948263005, 0.1485172165769275, 1.4, 7.048114045710152e-05
Bolivia, True, 105971.66738979799, 1630.3333444584307, 564.0079201290794, 587.1828012644424, 219, 10, 75, 65, 0.10302102698162573, 354832.6957832979, 5.895019458189396e-06, 0.11613291139876426, 0.0015025807702181058, 0.19329271612797477, 0.1160632670246761, 0.10011725688066468, 1.4, 0.0004158193684406508
Ghana, True, 5694589.905403547, 88977.96727193042, 852.5711916614978, 875.6118425935394, 749, 10, 74, 64, 0.14992364857545343, 1765058.9576072197, 1.4549525032865292e-06, 0.15234225104966767, 0.03342388853895213, 0.018331160789718092, 0.10001790251528057, 0.1362523718434208, 1.4, 0.00012669609825560757
Iraq, True, 2853889.573133895, 35673.61966417369, 952.7945342578223, 977.7926309611249, 2910, 10, 90, 80, 0.10000021127003376, 36264.07170703697, 9.999999378752352e-06, 0.15999562641322385, 0.01142667894829353, 0.11861155540273985, 0.10041101767795625, 0.10000003336537353, 1.4, 0.0071883162940851175
Distrito_Federal, True, 6236178.601826718, 48342.46978160246, 1508.8851860331542, 1538.2299253644612, 465, 10, 139, 129, 0.11470739254722949, 855286.8731212805, 1.7601791922179596e-06, 0.15985901255471893, 0.0030497223777850887, 0.19933839945279264, 0.10091797204867817, 0.10001796302903805, 1.4, 2.613021422243067e-05
Australia, True, 1438800203.0603435, 12732745.15982605, 2021.8115998320413, 2049.9334433857657, 30, 10, 123, 113, 0.11857995298434636, 1508817.7154746188, 1.5442018979024976e-07, 0.1297660869862224, 0.15011323325794476, 0.010953559221446807, 0.20004003452649644, 0.13821986994348964, 1.4, 0.00010000850513458559
Cameroon, True, 1683266.428315945, 25896.406589476075, 771.4068989526772, 794.5817800880403, 4905, 10, 75, 65, 0.10000363088066655, 4112630.056935647, 8.644545162350103e-06, 0.10000018223784263, 0.266343392669561, 3.970084761828474e-07, 0.3999983815959999, 0.1499999671031048, 1.4, 9.281092476942643e-06
Morocco, True, 1214894855.6565192, 17866100.818478223, 1311.7747344905272, 1335.3418227574232, 20, 10, 78, 68, 0.1427101637167482, 9038.4, 3.779779179204003e-06, 0.12108565710674919, 0.06947785507497559, 0.12558915873072124, 0.24804281066449738, 0.1350334422500745, 1.4, 9.966187655180425e-05
Moldova, True, 659933.2188716128, 9704.900277523717, 725.3684376959293, 748.9355259628252, 911, 10, 78, 68, 0.10000137318077412, 1069957.3442456336, 5.3165829595787824e-06, 0.1105651205655852, 0.10454015748180594, 0.025149649989991796, 0.10000077147007284, 0.14661827450091422, 1.4, 0.0002567395055178001
Finland, True, 1167998.8215112523, 11230.757899146656, 1072.7448542894542, 1100.1068387733992, 2447, 10, 114, 104, 0.13124973316413185, 131857.27637220884, 9.999967426014942e-06, 0.1599999874649131, 0.0012409225113565341, 0.000279914813667026, 0.10000008080424715, 0.10001647885479938, 1.4, 0.007828334287899363
Norway, True, 235243911.10105988, 2940548.8887632485, 1349.8691404781935, 1374.8672371814962, 28, 10, 90, 80, 0.10000026058508382, 1190638.3672572891, 7.731507261727212e-06, 0.10848384242599786, 0.15803302116209472, 0.16665382325084868, 0.20326258111374199, 0.12409125698560422, 1.4, 0.00010073232949259214
Malaysia, True, 26247062.665404435, 234348.77379825388, 1518.0433189007056, 1546.0835293480382, 1220, 10, 122, 112, 0.14954926479215092, 2319454.912667846, 1.6534190539522138e-06, 0.13168887623947362, 0.03985886859409788, 4.907575568147138e-10, 0.10037548265085393, 0.14999839711959448, 1.4, 7.104351256104202e-05
Armenia, True, 2894102.3869912224, 42560.329220459156, 840.6751855573889, 864.2422738242848, 3150, 10, 78, 68, 0.11637908539951893, 2068206.8204134603, 9.805728774615723e-06, 0.1599999996422344, 0.21085838034050058, 0.020106241531088566, 0.3999991952352768, 0.10000000001595481, 1.4, 1.4376438928209723e-10
Nigeria, True, 554092.898659051, 8148.424980280162, 711.7335473431851, 735.300635610081, 706, 10, 78, 68, 0.1499828339258883, 408343.68592363095, 9.792536480692487e-06, 0.15999994583002602, 0.030247260936707664, 0.0006375000340816839, 0.10000275579922022, 0.10047896514825432, 1.4, 8.952759349140083e-05
Minas_Gerais, True, 1207639.4883863267, 17502.02157081633, 781.1436955724956, 804.8381740971658, 4492, 10, 79, 69, 0.10000144762900205, 130574.84824127419, 9.99991781046594e-06, 0.15994264567807087, 0.0010000000348339446, 0.1275193851632098, 0.10001139158063191, 0.10009341859232261, 1.4, 0.0028456625719260886
Czechia, True, 71069129.38009328, 935120.12342228, 1191.734203373797, 1216.2776763363322, 407, 10, 86, 76, 0.145015197011719, 2697260.7336730473, 1.7274356256324898e-09, 0.14235053341710807, 0.32999608806031044, 0.19945082902042172, 0.3999924546411293, 0.1499999978126872, 1.4, 9.512191579935658e-05
Oman, True, 2277998.381356936, 29973.662912591262, 895.8635957915697, 920.4070687541048, 2391, 10, 86, 76, 0.10510830669794542, 130905.34660377119, 9.785346232469734e-06, 0.15577911204857925, 0.001000020634034479, 0.07485929033974786, 0.1062334467208788, 0.10000000117400777, 1.4, 0.0019991291717162962
Espirito_Santo, True, 1297879.3521469403, 18279.990875309017, 804.2252385253637, 828.1697300720881, 375, 10, 81, 71, 0.10397341996006941, 186754.9491038165, 9.996454411463719e-06, 0.14850262629447758, 0.00287685415230018, 0.1511831028037025, 0.1259887178958531, 0.10484312050204375, 1.4, 0.000681991854872277
Afghanistan, True, 868915289.3169837, 12068267.90718033, 1346.43502994641, 1370.5022224190525, 32, 10, 82, 72, 0.10040867549716984, 196743.44269295508, 8.63707030354751e-06, 0.1570129354941806, 0.01685267445194925, 0.05865703591506243, 0.1420620291272682, 0.10000256247188866, 1.4, 4.934660808897373e-05
Kazakhstan, True, 1746554.426929609, 27723.086141739823, 756.0368127467925, 778.9414071582764, 2763, 10, 73, 63, 0.10463439350327781, 550079.2483807101, 7.135586541925276e-06, 0.13460281733641186, 0.04578722968991174, 0.057722771864006296, 0.3729590896203443, 0.1000005319210508, 1.4, 0.00017491515168488458
Panama, True, 503853.87077246874, 7409.615746653952, 704.3199536716382, 727.8870419385341, 140, 10, 78, 68, 0.1188315721981418, 283181.4044674781, 9.99888019715613e-06, 0.15999732029664104, 0.0956446982579194, 0.18814997193941083, 0.19791827730033026, 0.1176789283583265, 1.4, 0.00085774214392903
Serbia, True, 996513.5265260173, 14654.610684206138, 757.5141149392958, 781.0812032061917, 969, 10, 78, 68, 0.1486953358344515, 188497.9299070012, 9.999626726041393e-06, 0.15983484050989455, 0.006199622326531413, 4.371171032349075e-05, 0.1000031246130736, 0.10000097248819122, 1.4, 0.061782399884828865
Paraiba, True, 279753.8790024715, 4823.342741421922, 585.9067295066507, 608.1018065584117, 6686, 10, 68, 58, 0.10006176635109965, 179740.07142872468, 9.999680759127548e-06, 0.15999601652199263, 0.001000025200379366, 0.011847893733452809, 0.10001070045772831, 0.10000132572951201, 1.4, 0.002503350064349763
Denmark, True, 32431614.14347594, 405395.1767934492, 1171.535112188428, 1196.5332088917307, 348, 10, 90, 80, 0.12509946373109154, 4222704.12965264, 1.98331944441719e-06, 0.10001636647765863, 0.17243673503110893, 0.011232953487937326, 0.39996195884320407, 0.1499236856917765, 1.4, 0.0001800763658010296
South_Korea, True, 407870391.0755933, 3456528.7379287565, 1936.7270078782701, 1965.2473105174663, 1077, 10, 128, 118, 0.12527784226788685, 228784.69845212655, 9.855551219043801e-06, 0.15999991175477382, 0.3299777245686201, 0.19999850562880572, 0.39999998889031807, 0.10010407479599237, 1.4, 0.0008005686165594716
Philippines, True, 4409045576.901073, 42394669.00866417, 2011.6627220612852, 2039.0247065452302, 20, 10, 114, 104, 0.10010389725264474, 17182.8, 9.999824820021635e-06, 0.15999881952910452, 0.029005221662975405, 0.008715479761038125, 0.10000600030107759, 0.10000581414065055, 1.4, 2.629112368879305e-05
Bahia, True, 4230099.435731643, 59578.86529199497, 899.9262391704505, 923.8707307171749, 1043, 10, 81, 71, 0.10032455763077393, 150205.25569365587, 9.996931668901421e-06, 0.15999284399558572, 0.0010000000425737293, 0.055664159706428164, 0.10000090215733407, 0.10001333683802374, 1.4, 0.0014306796303448222
Austria, True, 630035420.010915, 7778215.061863149, 1453.2888653257846, 1478.397460390953, 471, 10, 91, 81, 0.12429292918541165, 2493127.14846129, 1.0999843288994617e-06, 0.10000094197225634, 0.3299999980786723, 0.19731373531360505, 0.3999064423652152, 0.1499999552062902, 1.4, 0.00018417216553129334
Dominican_Republic, True, 3658760.375278907, 54608.36381013294, 849.1998738773502, 872.6379280958871, 616, 10, 77, 67, 0.11543480432707158, 444885.6544447307, 5.038979088726267e-06, 0.15822015001577988, 0.05049512693153782, 0.050032117029270975, 0.3999995150345138, 0.10000000720039269, 1.4, 0.001059249273585583
Japan, True, 4343672011.427443, 35314406.59697108, 2321.117692363862, 2350.0211836460794, 71, 10, 133, 123, 0.14897733993876267, 86666.44652433344, 9.999751737694719e-06, 0.15992207106470072, 0.007749487334035136, 0.041527303080443556, 0.12222956431651172, 0.10369488268894071, 1.4, 0.0015781796272644755
Israel, True, 234016550.54608113, 2853860.3725131843, 1376.9184716793081, 1402.1363574497987, 446, 10, 92, 82, 0.14337561977922078, 2405625.7003480815, 3.5262100541743605e-06, 0.15999868346583107, 0.09059630717115132, 0.18987016323097514, 0.39972130729184174, 0.14999999986432455, 1.4, 7.399197209279063e-05
Romania, True, 1409623.8374077934, 18072.100479587094, 871.9717034666828, 896.7450716114649, 356, 10, 88, 78, 0.12115320235798568, 463135.59819777677, 9.997122607271178e-06, 0.15921934152130993, 0.05143067795586421, 0.010502232266271394, 0.10019292347619753, 0.14249879003531166, 1.4, 0.0010926963445870297
Algeria, True, 764803.1734578431, 10063.199650761095, 802.0002784713519, 826.5437514338869, 9677, 10, 86, 76, 0.10008321559107182, 119333.01860618142, 8.566606078511936e-06, 0.1256785172199963, 0.0033367525903880055, 0.10428761240064675, 0.12809543717386054, 0.10001299928481869, 1.4, 0.005974721130315053
Argentina, True, 16093152.228494314, 226664.1158942861, 1008.1558758479562, 1032.1003673946805, 4735, 10, 81, 71, 0.10016424029652966, 143725.4273777132, 9.334216146560659e-06, 0.13012574296483426, 0.001000000000681344, 0.1994350101361026, 0.10000002976847913, 0.10000014652097643, 1.4, 0.004557836257756243
Kuwait, True, 5737173.886036888, 71714.6735754611, 1015.6400860133277, 1040.6381827166304, 428, 10, 90, 80, 0.14413129577023312, 793754.6670662871, 3.688215457295673e-06, 0.10530685383775538, 0.009562974635947345, 0.015583443360791371, 0.19534941466253194, 0.10376354386142105, 1.4, 3.2692597476235985e-05
Ukraine, True, 4452737.427147966, 69574.02229918697, 834.3673747743571, 857.4080257063988, 1068, 10, 74, 64, 0.14970071520100886, 995860.1454039105, 4.6617661996606915e-06, 0.15325167053017535, 0.05555563670448063, 0.13481255458171262, 0.26948720676552984, 0.14402557219677362, 1.4, 0.0002816253247990841
South_Africa, True, 5303777012.338886, 75768243.03341267, 1460.772673028647, 1484.5929393753859, 30, 10, 80, 70, 0.1000511730536141, 71176.71833587959, 8.753360113836368e-06, 0.15999945058300546, 0.09390918039678324, 0.030374640139645873, 0.10004888400095219, 0.1000004421546566, 1.4, 6.523621005061209e-07
Maranhao, True, 3436348.041760292, 61363.35788857664, 736.7774971044141, 758.6740445246784, 457, 10, 66, 56, 0.14892174150967935, 526089.0740424179, 4.9539188946378305e-06, 0.11326857456476563, 0.002913347005183486, 0.07989146553095232, 0.34971856519193034, 0.10007003950225207, 1.4, 0.0013766003411865846
Pernambuco, True, 22477181.68925692, 345802.7952193373, 965.789231892428, 988.9641130277911, 857, 10, 75, 65, 0.10000007015795116, 2173405.873602471, 6.907788378233652e-06, 0.1599999981716646, 0.1532271240139155, 0.01103738364018605, 0.10109893350889523, 0.10000000004370045, 1.4, 1.418171084566211e-06
Para, True, 1896714.182343288, 32701.968661091174, 716.0565587619675, 738.2516358137285, 1380, 10, 68, 58, 0.10088076966786344, 390969.1119995516, 8.778137219225218e-06, 0.13224082520622132, 0.010486987108966329, 0.13419328175433928, 0.18496636831817564, 0.1000466731921862, 1.4, 0.00015563333031204385
Portugal, True, 282953340.0401927, 3772711.2005359028, 1296.5420112939476, 1320.9685238588506, 93, 10, 85, 75, 0.14029567863223927, 2286606.709680755, 3.290481610400797e-08, 0.10131067990343627, 0.3256121133328104, 1.3607864268738724e-08, 0.1364875330287671, 0.1016435935295559, 1.4, 0.0037017895773361342
Amazonas, True, 7478013.023798495, 120613.1132870725, 851.6584321124117, 874.4250933025722, 1281, 10, 72, 62, 0.10000451596225236, 490446.075977878, 7.153507360431382e-06, 0.12295701955125124, 0.015190723146565752, 0.05324463732613676, 0.2813319056859027, 0.11809880363454148, 1.4, 0.0004025578575288513
Switzerland, True, 1674553506.5631714, 20673500.081026807, 1542.2437136203046, 1567.352308685473, 295, 10, 91, 81, 0.14515905947290683, 2773957.8740709107, 3.4788290542065534e-06, 0.15999705565018144, 0.12614060839866156, 0.19996455639538407, 0.39976977981943895, 0.14999999970731334, 1.4, 0.0001669789644885289
Ireland, True, 65379374.28033766, 871724.9904045021, 1172.010621238575, 1196.437133803478, 2861, 10, 85, 75, 0.14999990106139433, 479951.55415675545, 9.999994940754269e-06, 0.1599999999894821, 0.05312502590492688, 0.013288455160471436, 0.10030712800556126, 0.14999732546498873, 1.4, 0.0021967848839369863
Sweden, True, 25273479535.61425, 238429052.22277594, 2247.134025242093, 2274.6699271531566, 30, 10, 116, 106, 0.14987685879118995, 75407.93659154422, 8.860758591200118e-06, 0.15999986927047424, 0.029071597899104632, 0.01888530341827417, 0.29289827591400697, 0.10000212715481119, 1.4, 4.1736053502106074e-10
United_Arab_Emirates, True, 25338807.542949505, 241321.97659951908, 1434.8352876862075, 1462.28460896984, 2037, 10, 115, 105, 0.10124304740093475, 187749.72497632002, 7.959164744967905e-06, 0.15959074151980104, 0.0024393351537228816, 0.03468243309234061, 0.10004894580784311, 0.10002676837733233, 1.4, 0.0002927491197072807
Belarus, True, 367113465.3690328, 5170612.188296237, 1261.4653222539937, 1285.409813800718, 115, 10, 81, 71, 0.11987362030203844, 306744.242585053, 9.566686037007738e-06, 0.14256472914070706, 0.03506694497889514, 0.05226583671542578, 0.1021978780779517, 0.10018969859905975, 1.4, 0.0012881781685639693
Singapore, True, 255775610.0836667, 2243645.7024883046, 1822.9016616402826, 1851.104477296333, 1062, 10, 124, 114, 0.11559982042178099, 3475678.7224150724, 6.205446406582372e-07, 0.11711665452449584, 0.00917385576309318, 3.174929430471707e-10, 0.1018827333973539, 0.13299442496739533, 1.4, 7.018594174473813e-05
Rio_de_Janeiro, True, 13823011475.874458, 191986270.49825636, 1573.3162658919687, 1597.3834583646112, 29, 10, 82, 72, 0.10001120708331376, 329557.2980014587, 5.646698442306021e-06, 0.15541385424586027, 0.1654888640292634, 0.01964055799954806, 0.10697750554614922, 0.1004449881901774, 1.4, 4.040577374325727e-05
Ceara, True, 25010161.76436918, 416836.02940615296, 915.0408270139768, 937.5257794344705, 1038, 10, 70, 60, 0.12499514520433601, 436854.69213549665, 9.692587511729841e-06, 0.15267849827272317, 0.03319205315295351, 0.09742092169477988, 0.10309993165409338, 0.10000012939687491, 1.4, 1.2040237259869357e-05
Bangladesh, True, 7687721.42817044, 122027.32425667364, 864.2213153834649, 887.1259097949488, 997, 10, 73, 63, 0.10613718243079823, 1557697.824832705, 1.921841588071377e-06, 0.13000285920524915, 0.02139688888671028, 0.08272085069978186, 0.12603058725213254, 0.10027316595151262, 1.4, 0.00012696371619236313
Egypt, True, 11660840.229667429, 132509.5480644026, 1165.3043732113542, 1191.15404799806, 6235, 10, 98, 88, 0.10000001030916283, 3533587.1512569683, 6.2893946188788315e-06, 0.15999999577015653, 0.21476231286863584, 0.0016049950531446756, 0.10005425792857282, 0.10000000010545551, 1.4, 5.1690601521325874e-08
Poland, True, 3097082.8407969447, 43015.03945551312, 884.2186607246684, 908.285853197311, 7727, 10, 82, 72, 0.1499991993685574, 476296.9064258462, 9.999013789021869e-06, 0.15999996201477457, 0.09339058630264255, 0.07912457038339393, 0.14351254845166364, 0.11882923180697585, 1.4, 0.0007849519390420445
Netherlands, True, 8208068.833761586, 103899.60549065299, 1037.4472757896374, 1062.3336394869586, 320, 10, 89, 79, 0.10123240149111105, 357271.9674910985, 6.337184719907303e-06, 0.15929889194307298, 0.010480155671006339, 0.013707811968998895, 0.10000000120614236, 0.14251825717927982, 1.4, 0.021264180875289918
Qatar, True, 3050108251.5918117, 41782304.816326186, 1465.8269918515518, 1490.0153979295178, 47, 10, 83, 73, 0.13394727255345948, 419290.1962269629, 3.4019020445739654e-06, 0.1041815262895966, 0.002825645280233832, 0.09604353177458268, 0.2376444485079083, 0.10802585818011158, 1.4, 0.004047356492654974
Ecuador, True, 650185965.1930095, 9030360.627680687, 1322.6560781033559, 1346.7232705759984, 1497, 10, 82, 72, 0.10587775396941963, 9605449.511225235, 8.029779976423918e-07, 0.12999468798128305, 0.10793274477566042, 0.017379861792200503, 0.11388419249835274, 0.1448067823631561, 1.4, 9.854316119173312e-05
Belgium, True, 135919590.77993584, 1319607.6774751053, 1602.0210412631961, 1629.2949194503196, 872, 10, 113, 103, 0.10000326284913422, 189585.20396184985, 9.999880143708439e-06, 0.15999976783986408, 0.0010001708720403487, 0.04090550788924995, 0.10000016772035358, 0.10015123810532389, 1.4, 0.0008969781248914788
Colombia, True, 6720997.441949959, 100313.39465596953, 896.0245115539437, 919.4625657724806, 7717, 10, 77, 67, 0.10128012961080744, 495695.99471248686, 2.945653601261965e-06, 0.15997318864711643, 0.0010000000060430452, 0.09204457885935512, 0.39999984837904623, 0.10000601887944162, 1.4, 0.004616029274834399
Mexico, True, 13378189735.478157, 191116996.22111654, 1534.7891961213727, 1558.6094624681116, 29, 10, 80, 70, 0.12211440521905881, 2581328.37621549, 4.5688207264893794e-06, 0.10557050335135586, 0.07480553297861406, 0.04242352988350474, 0.10574900567601812, 0.14031228338211682, 1.4, 5.573426636873435e-08
Sao_Paulo, True, 2281539509.4948826, 28519243.86868603, 1554.347594466593, 1579.3456911698956, 28, 10, 90, 80, 0.12109441699965177, 1204122.104204163, 4.6323727770741625e-06, 0.10125013858919507, 0.039092424407028696, 0.1998813602888345, 0.11077682731640034, 0.10012578901104816, 1.4, 0.00011186885023306559
Chile, True, 302187327.7579844, 4139552.4350408823, 1273.9405164639902, 1298.1289225419562, 485, 10, 83, 73, 0.1197600062522897, 3412042.6577376407, 9.999999967897982e-06, 0.15994830215883596, 0.30701485739186984, 0.039470839420139764, 0.10000046504587896, 0.10000000099053112, 1.4, 2.180651384742216e-06
Saudi_Arabia, True, 47017628836.106186, 653022622.7236971, 1673.6996746202497, 1697.7668670928922, 31, 10, 82, 72, 0.12267092628766843, 5685470.885437336, 1.5648336409520088e-06, 0.15935310472972744, 0.11411092299618912, 0.0013814445843800538, 0.10193433205579507, 0.12108829403563945, 1.4, 2.4129512083526095e-05
Pakistan, True, 11677238.894794116, 155696.51859725488, 1025.5925726694281, 1050.0190852343312, 1042, 10, 85, 75, 0.11706426917314147, 576166.5581552822, 4.957196712230782e-06, 0.10210804432199799, 0.004613043985910596, 0.19999600648045615, 0.23663453955136765, 0.12252566156893102, 1.4, 0.0007626743763390897
China, True, 547943003485.6051, 3970601474.5333705, 3280.7692757995037, 3310.741398537145, 31, 10, 148, 138, 0.11997059938830046, 14256071.301763143, 9.37842622148033e-08, 0.12954346112225293, 0.1500191327826728, 0.000255875656247373, 0.2000044889378776, 0.1295420787362097, 1.4, 0.00010000104838864265
Canada, True, 111172495.64653805, 992611.5682726612, 1694.1538478237487, 1722.1940582710813, 640, 10, 122, 112, 0.10141060277216703, 2306018.956727393, 1.21849874833306e-06, 0.1599997087609029, 0.014353275277456366, 0.0026306572327342796, 0.10000025403195371, 0.10193668090024212, 1.4, 4.059276459672523e-05
Iran, True, 826024177.1233252, 9494530.771532474, 1567.870091399824, 1593.617201184858, 632, 10, 97, 87, 0.14622425530110747, 2407990.6479630056, 3.574315209246729e-06, 0.1308804324540927, 0.08966470282620834, 0.06526118520737144, 0.34412822196834586, 0.1499999870144226, 1.4, 0.0007009519789605845
Peru, True, 85740989.55546421, 1224871.2793637745, 1130.7851940595972, 1154.605460406336, 1196, 10, 80, 70, 0.144834518578874, 295951.15495234384, 6.767386044847613e-06, 0.15546262614269526, 0.0010412924742030187, 0.19920799396752842, 0.10815732019202634, 0.10000311032354627, 1.4, 0.0011790683129261348
India, True, 198892553675.66748, 1858808912.8567054, 2506.7012280242266, 2534.322967372204, 32, 10, 117, 107, 0.10015997168422704, 9318695.732508346, 1.71590127760074e-07, 0.15988689884343543, 0.016437733650679773, 0.002377949842223637, 0.10014322773749565, 0.10000026759502206, 1.4, 4.378724904219311e-06
Germany, True, 1266881320684.1326, 11517102915.310297, 2789.6105120661655, 2817.485429493986, 32, 10, 120, 110, 0.1269912949105429, 335529.7064406968, 9.631052612736442e-07, 0.15997368252102223, 0.01621042119521293, 1.0630067261319098e-06, 0.10002749211772537, 0.10000141294814119, 1.4, 1.934099210176843e-06
France, True, 28466613530.56353, 251916933.8987923, 2388.9570515321716, 2417.078895085896, 680, 10, 123, 113, 0.10065294997514032, 3143117.422428904, 9.999999988548383e-06, 0.1599999999588754, 0.23542448754344886, 0.031284881024596804, 0.10000077764180054, 0.10000000000015878, 1.4, 1.9465954396336027e-05
Italy, True, 134115246081.35843, 1253413514.7790508, 2460.59559120912, 2488.2173305570973, 29, 10, 117, 107, 0.12768668010996054, 1655919.7505698055, 4.782254511001974e-06, 0.11123035069537804, 0.031198557540819568, 0.04421301589356522, 0.1515153618515085, 0.10001718365303905, 1.4, 1.6184229956195395e-08
Turkey, True, 32909754.825098533, 514214.9191421646, 982.3858787592227, 1005.4265296912644, 1352, 10, 74, 64, 0.10583496025589864, 731962.2860464503, 9.997326408522169e-06, 0.14742231808815684, 0.0500717529323968, 0.050725585528972876, 0.39949424842895176, 0.14999999750941106, 1.4, 0.004888601760259348
Spain, True, 858541797415.3942, 8176588546.813278, 2634.360443544474, 2661.8097648281064, 24, 10, 115, 105, 0.1007490433424271, 1287249.7311198446, 2.5838422917811252e-06, 0.10279638664414235, 0.23795298702396003, 0.0005291890227341445, 0.25622266881600797, 0.14960198037712485, 1.4, 0.6221485572050933
United_Kingdom, True, 969311102420.9285, 9058982265.616154, 2692.0082695641386, 2719.630008912116, 24, 10, 117, 107, 0.12159876483758612, 2026877.189661875, 3.2473909012833426e-06, 0.12816292346651095, 0.1541066687190371, 0.000903219314829784, 0.25373609207523845, 0.13353457308156264, 1.4, 0.04263487049606007
Indonesia, True, 5946991.842008879, 86188.28756534608, 907.0869097306153, 930.7813882552855, 12543, 10, 79, 69, 0.10003274660364828, 612004.8627529596, 2.2305510397716363e-06, 0.15607589097991004, 0.0010000000007516024, 0.19999992505143874, 0.39992807892237325, 0.10000143869338772, 1.4, 0.006709207239218196
Brazil, True, 1328114484951.304, 16396475122.855604, 2149.7568897421056, 2174.8654848072742, 20, 10, 91, 81, 0.10079760273067097, 449877.6, 3.5525101087271696e-07, 0.15989359392947247, 0.10262418469500897, 0.011223273009094082, 0.10028182338463297, 0.10005737502513615, 1.4, 3.535831442247339e-06
Brasil, True, 4493365426.459494, 56167067.83074367, 1615.3452313214439, 1640.3433280247466, 575, 10, 90, 80, 0.1002964197320029, 3303420.1513350396, 1.4063841455775356e-06, 0.15990544911669163, 0.025793881758029085, 0.09731016563011942, 0.1062206039427201, 0.10037439883732384, 1.4, 8.432115278400598e-06
Russia, True, 51893653232.208, 489562766.3415849, 2330.589168255926, 2358.1250701669896, 1200, 10, 116, 106, 0.10594821890118704, 29865127.451148305, 9.067199074940853e-07, 0.1599999999996213, 0.21483030899689295, 0.011493136567791629, 0.10000000000001108, 0.10000000769327919, 1.4, 5.551115123125783e-17
United_States_of_America, True, 339507057273.68787, 2901769720.2879305, 2776.7348325349712, 2805.176703399557, 1139, 10, 127, 117, 0.10039228515276563, 79339604.8943501, 1.9808651647975907e-07, 0.15998985648344552, 0.09268647167390691, 0.005618762348977369, 0.10001110842707439, 0.10000020986473981, 1.4, 5.551115123125783e-17
